NodeNo.,X,Y,Z,stress
1,3.0000E-01,0.0000E+00,40.000,1
2,3.0000E-01,2.0235E-01,40.000,1
3,0.0000E+00,0.0000E+00,40.000,0.7785
4,3.0000E-01,0.0000E+00,38.000,0.2459
5,3.0000E-01,1.9716E-01,38.000,0.3659
6,1.8262E-04,0.0000E+00,38.000,0.2562
7,2.5000E+00,1.0108E-01,40.000,0.614
8,2.5000E+00,0.0000E+00,40.000,1
9,2.5000E+00,0.0000E+00,38.000,0.0277
10,2.5000E+00,7.3510E-02,38.000,0.01897
11,3.0000E-01,-1.4315E-01,38.000,0.1219
12,2.5000E+00,-5.1063E-02,38.000,0.02471
13,2.5000E+00,-5.3491E-02,40.000,0.9083
14,3.0000E-01,-1.4572E-01,40.000,1
15,2.8000E+00,9.2467E-03,38.000,0.0005101
16,2.8000E+00,-2.1807E-02,38.000,0.0005673
17,2.8740E+00,2.2683E-02,40.000,0.1706
18,2.8740E+00,-1.6733E-02,40.000,0.5288
19,4.2910E-02,0.0000E+00,40.000,0.729
20,8.5758E-02,0.0000E+00,40.000,0.7102
21,1.2861E-01,0.0000E+00,40.000,0.7263
22,1.7146E-01,0.0000E+00,40.000,0.7796
23,2.1430E-01,0.0000E+00,40.000,0.9025
24,2.5715E-01,0.0000E+00,40.000,1
25,3.0000E-01,1.0118E-01,40.000,1
26,3.0000E-01,0.0000E+00,39.950,0.9055
27,3.0000E-01,0.0000E+00,39.900,0.7558
28,3.0000E-01,0.0000E+00,39.850,0.6696
29,3.0000E-01,0.0000E+00,39.800,0.6242
30,3.0000E-01,0.0000E+00,39.750,0.5747
31,3.0000E-01,0.0000E+00,39.700,0.5329
32,3.0000E-01,0.0000E+00,39.650,0.4959
33,3.0000E-01,0.0000E+00,39.600,0.4636
34,3.0000E-01,0.0000E+00,39.550,0.4353
35,3.0000E-01,0.0000E+00,39.500,0.4103
36,3.0000E-01,0.0000E+00,39.450,0.3882
37,3.0000E-01,0.0000E+00,39.400,0.3685
38,3.0000E-01,0.0000E+00,39.350,0.3509
39,3.0000E-01,0.0000E+00,39.300,0.3351
40,3.0000E-01,0.0000E+00,39.250,0.3208
41,3.0000E-01,0.0000E+00,39.200,0.3079
42,3.0000E-01,0.0000E+00,39.150,0.2962
43,3.0000E-01,0.0000E+00,39.100,0.2856
44,3.0000E-01,0.0000E+00,39.050,0.2759
45,3.0000E-01,0.0000E+00,39.000,0.267
46,3.0000E-01,0.0000E+00,38.950,0.2589
47,3.0000E-01,0.0000E+00,38.900,0.2515
48,3.0000E-01,0.0000E+00,38.850,0.2448
49,3.0000E-01,0.0000E+00,38.800,0.2388
50,3.0000E-01,0.0000E+00,38.750,0.2334
51,3.0000E-01,0.0000E+00,38.700,0.2285
52,3.0000E-01,0.0000E+00,38.650,0.2243
53,3.0000E-01,0.0000E+00,38.600,0.2208
54,3.0000E-01,0.0000E+00,38.550,0.2179
55,3.0000E-01,0.0000E+00,38.500,0.2158
56,3.0000E-01,0.0000E+00,38.450,0.2145
57,3.0000E-01,0.0000E+00,38.400,0.2142
58,3.0000E-01,0.0000E+00,38.350,0.2152
59,3.0000E-01,0.0000E+00,38.300,0.2176
60,3.0000E-01,0.0000E+00,38.250,0.222
61,3.0000E-01,0.0000E+00,38.200,0.2288
62,3.0000E-01,0.0000E+00,38.150,0.2382
63,3.0000E-01,0.0000E+00,38.100,0.251
64,3.0000E-01,0.0000E+00,38.050,0.276
65,2.4742E-01,1.8698E-01,40.000,1
66,1.9563E-01,1.6914E-01,40.000,0.6829
67,1.4505E-01,1.4813E-01,40.000,0.4887
68,9.6322E-02,1.2314E-01,40.000,0.2983
69,5.0947E-02,9.2549E-02,40.000,0.09919
70,1.4692E-02,5.1804E-02,40.000,0.2884
71,3.0000E-01,2.0222E-01,39.950,1
72,3.0000E-01,2.0209E-01,39.900,0.8461
73,3.0000E-01,2.0197E-01,39.850,0.7566
74,3.0000E-01,2.0184E-01,39.800,0.6956
75,3.0000E-01,2.0171E-01,39.750,0.6742
76,3.0000E-01,2.0158E-01,39.700,0.6647
77,3.0000E-01,2.0145E-01,39.650,0.6622
78,3.0000E-01,2.0132E-01,39.600,0.6625
79,3.0000E-01,2.0119E-01,39.550,0.6636
80,3.0000E-01,2.0106E-01,39.500,0.6644
81,3.0000E-01,2.0094E-01,39.450,0.6641
82,3.0000E-01,2.0081E-01,39.400,0.6624
83,3.0000E-01,2.0068E-01,39.350,0.6593
84,3.0000E-01,2.0055E-01,39.300,0.6546
85,3.0000E-01,2.0042E-01,39.250,0.6486
86,3.0000E-01,2.0029E-01,39.200,0.6413
87,3.0000E-01,2.0016E-01,39.150,0.6327
88,3.0000E-01,2.0003E-01,39.100,0.623
89,3.0000E-01,1.9990E-01,39.050,0.6124
90,3.0000E-01,1.9977E-01,39.000,0.6008
91,3.0000E-01,1.9964E-01,38.950,0.5885
92,3.0000E-01,1.9951E-01,38.900,0.5754
93,3.0000E-01,1.9938E-01,38.850,0.5616
94,3.0000E-01,1.9925E-01,38.800,0.5472
95,3.0000E-01,1.9912E-01,38.750,0.5323
96,3.0000E-01,1.9899E-01,38.700,0.5168
97,3.0000E-01,1.9886E-01,38.650,0.5009
98,3.0000E-01,1.9873E-01,38.600,0.4844
99,3.0000E-01,1.9860E-01,38.550,0.4675
100,3.0000E-01,1.9847E-01,38.500,0.4502
101,3.0000E-01,1.9834E-01,38.450,0.4325
102,3.0000E-01,1.9821E-01,38.400,0.4145
103,3.0000E-01,1.9808E-01,38.350,0.3963
104,3.0000E-01,1.9795E-01,38.300,0.378
105,3.0000E-01,1.9782E-01,38.250,0.3602
106,3.0000E-01,1.9769E-01,38.200,0.3435
107,3.0000E-01,1.9756E-01,38.150,0.3295
108,3.0000E-01,1.9742E-01,38.100,0.3219
109,3.0000E-01,1.9729E-01,38.050,0.3316
110,1.7966E-04,0.0000E+00,38.050,0.2684
111,1.7668E-04,0.0000E+00,38.100,0.2722
112,1.7371E-04,0.0000E+00,38.150,0.2783
113,1.7073E-04,0.0000E+00,38.200,0.2783
114,1.6775E-04,0.0000E+00,38.250,0.2737
115,1.6477E-04,0.0000E+00,38.300,0.2665
116,1.6178E-04,0.0000E+00,38.350,0.2585
117,1.5880E-04,0.0000E+00,38.400,0.2511
118,1.5581E-04,0.0000E+00,38.450,0.2451
119,1.5281E-04,0.0000E+00,38.500,0.2408
120,1.4982E-04,0.0000E+00,38.550,0.2385
121,1.4682E-04,0.0000E+00,38.600,0.238
122,1.4382E-04,0.0000E+00,38.650,0.2392
123,1.4081E-04,0.0000E+00,38.700,0.242
124,1.3781E-04,0.0000E+00,38.750,0.2461
125,1.3480E-04,0.0000E+00,38.800,0.2515
126,1.3179E-04,0.0000E+00,38.850,0.2579
127,1.2878E-04,0.0000E+00,38.900,0.2652
128,1.2576E-04,0.0000E+00,38.950,0.2734
129,1.2274E-04,0.0000E+00,39.000,0.2823
130,1.1972E-04,0.0000E+00,39.050,0.2919
131,1.1670E-04,0.0000E+00,39.100,0.3022
132,1.1367E-04,0.0000E+00,39.150,0.3132
133,1.1064E-04,0.0000E+00,39.200,0.3249
134,1.0761E-04,0.0000E+00,39.250,0.3374
135,1.0458E-04,0.0000E+00,39.300,0.3507
136,1.0154E-04,0.0000E+00,39.350,0.365
137,0.0000E+00,0.0000E+00,39.400,0.3806
138,0.0000E+00,0.0000E+00,39.450,0.3977
139,0.0000E+00,0.0000E+00,39.500,0.4167
140,0.0000E+00,0.0000E+00,39.550,0.4385
141,0.0000E+00,0.0000E+00,39.600,0.4637
142,0.0000E+00,0.0000E+00,39.650,0.4936
143,0.0000E+00,0.0000E+00,39.700,0.5293
144,0.0000E+00,0.0000E+00,39.750,0.572
145,0.0000E+00,0.0000E+00,39.800,0.6216
146,0.0000E+00,0.0000E+00,39.850,0.6755
147,0.0000E+00,0.0000E+00,39.900,0.727
148,0.0000E+00,0.0000E+00,39.950,0.7662
149,3.0000E-01,9.8581E-02,38.000,0.3057
150,2.5717E-01,0.0000E+00,38.000,0.2682
151,2.1434E-01,0.0000E+00,38.000,0.2646
152,1.7151E-01,0.0000E+00,38.000,0.2679
153,1.2868E-01,0.0000E+00,38.000,0.2684
154,8.5845E-02,0.0000E+00,38.000,0.2691
155,4.3014E-02,0.0000E+00,38.000,0.2664
156,2.4771E-01,1.8242E-01,38.000,0.4051
157,1.9617E-01,1.6528E-01,38.000,0.3721
158,1.4578E-01,1.4500E-01,38.000,0.3546
159,9.7171E-02,1.2078E-01,38.000,0.3357
160,5.1773E-02,9.1035E-02,38.000,0.3155
161,1.5200E-02,5.1195E-02,38.000,0.3141
162,2.5000E+00,5.0542E-02,40.000,0.6426
163,2.5000E+00,0.0000E+00,39.950,0.4147
164,2.5000E+00,0.0000E+00,39.900,0.3835
165,2.5000E+00,0.0000E+00,39.850,0.3474
166,2.5000E+00,0.0000E+00,39.800,0.3194
167,2.5000E+00,0.0000E+00,39.750,0.2925
168,2.5000E+00,0.0000E+00,39.700,0.2682
169,2.5000E+00,0.0000E+00,39.650,0.2457
170,2.5000E+00,0.0000E+00,39.600,0.2249
171,2.5000E+00,0.0000E+00,39.550,0.2055
172,2.5000E+00,0.0000E+00,39.500,0.1873
173,2.5000E+00,0.0000E+00,39.450,0.1704
174,2.5000E+00,0.0000E+00,39.400,0.1546
175,2.5000E+00,0.0000E+00,39.350,0.1398
176,2.5000E+00,0.0000E+00,39.300,0.1261
177,2.5000E+00,0.0000E+00,39.250,0.1132
178,2.5000E+00,0.0000E+00,39.200,0.1013
179,2.5000E+00,0.0000E+00,39.150,0.0902
180,2.5000E+00,0.0000E+00,39.100,0.07995
181,2.5000E+00,0.0000E+00,39.050,0.0705
182,2.5000E+00,0.0000E+00,39.000,0.06184
183,2.5000E+00,0.0000E+00,38.950,0.05396
184,2.5000E+00,0.0000E+00,38.900,0.04684
185,2.5000E+00,0.0000E+00,38.850,0.0405
186,2.5000E+00,0.0000E+00,38.800,0.03494
187,2.5000E+00,0.0000E+00,38.750,0.0302
188,2.5000E+00,0.0000E+00,38.700,0.02629
189,2.5000E+00,0.0000E+00,38.650,0.02322
190,2.5000E+00,0.0000E+00,38.600,0.02097
191,2.5000E+00,0.0000E+00,38.550,0.01947
192,2.5000E+00,0.0000E+00,38.500,0.01859
193,2.5000E+00,0.0000E+00,38.450,0.01816
194,2.5000E+00,0.0000E+00,38.400,0.01803
195,2.5000E+00,0.0000E+00,38.350,0.01808
196,2.5000E+00,0.0000E+00,38.300,0.01825
197,2.5000E+00,0.0000E+00,38.250,0.01852
198,2.5000E+00,0.0000E+00,38.200,0.01892
199,2.5000E+00,0.0000E+00,38.150,0.01939
200,2.5000E+00,0.0000E+00,38.100,0.01993
201,2.5000E+00,0.0000E+00,38.050,0.02102
202,2.5000E+00,3.6755E-02,38.000,0.01803
203,2.5000E+00,7.4226E-02,38.050,0.03429
204,2.5000E+00,7.4941E-02,38.100,0.04718
205,2.5000E+00,7.5654E-02,38.150,0.06151
206,2.5000E+00,7.6365E-02,38.200,0.07796
207,2.5000E+00,7.7075E-02,38.250,0.0955
208,2.5000E+00,7.7783E-02,38.300,0.1134
209,2.5000E+00,7.8490E-02,38.350,0.1312
210,2.5000E+00,7.9195E-02,38.400,0.1488
211,2.5000E+00,7.9899E-02,38.450,0.166
212,2.5000E+00,8.0601E-02,38.500,0.1828
213,2.5000E+00,8.1302E-02,38.550,0.1991
214,2.5000E+00,8.2002E-02,38.600,0.2149
215,2.5000E+00,8.2700E-02,38.650,0.2301
216,2.5000E+00,8.3397E-02,38.700,0.2447
217,2.5000E+00,8.4092E-02,38.750,0.2586
218,2.5000E+00,8.4786E-02,38.800,0.2717
219,2.5000E+00,8.5479E-02,38.850,0.284
220,2.5000E+00,8.6170E-02,38.900,0.2953
221,2.5000E+00,8.6861E-02,38.950,0.3057
222,2.5000E+00,8.7549E-02,39.000,0.3148
223,2.5000E+00,8.8237E-02,39.050,0.3227
224,2.5000E+00,8.8924E-02,39.100,0.3291
225,2.5000E+00,8.9609E-02,39.150,0.3339
226,2.5000E+00,9.0293E-02,39.200,0.3371
227,2.5000E+00,9.0976E-02,39.250,0.3384
228,2.5000E+00,9.1657E-02,39.300,0.3376
229,2.5000E+00,9.2338E-02,39.350,0.3348
230,2.5000E+00,9.3017E-02,39.400,0.3298
231,2.5000E+00,9.3695E-02,39.450,0.3227
232,2.5000E+00,9.4372E-02,39.500,0.3137
233,2.5000E+00,9.5048E-02,39.550,0.3033
234,2.5000E+00,9.5723E-02,39.600,0.2924
235,2.5000E+00,9.6397E-02,39.650,0.2826
236,2.5000E+00,9.7070E-02,39.700,0.276
237,2.5000E+00,9.7742E-02,39.750,0.2759
238,2.5000E+00,9.8412E-02,39.800,0.2852
239,2.5000E+00,9.9082E-02,39.850,0.3082
240,2.5000E+00,9.9751E-02,39.900,0.3328
241,2.5000E+00,1.0042E-01,39.950,0.4039
242,2.4506E+00,8.3711E-02,38.000,0.04031
243,2.4011E+00,9.3437E-02,38.000,0.03671
244,2.3516E+00,1.0283E-01,38.000,0.03712
245,2.3020E+00,1.1199E-01,38.000,0.03759
246,2.2524E+00,1.2104E-01,38.000,0.03814
247,2.2027E+00,1.2998E-01,38.000,0.03856
248,2.1531E+00,1.3878E-01,38.000,0.03882
249,2.1034E+00,1.4741E-01,38.000,0.03897
250,2.0536E+00,1.5583E-01,38.000,0.03914
251,2.0039E+00,1.6400E-01,38.000,0.03957
252,1.9541E+00,1.7190E-01,38.000,0.04056
253,1.9042E+00,1.7952E-01,38.000,0.04241
254,1.8543E+00,1.8687E-01,38.000,0.04539
255,1.8044E+00,1.9394E-01,38.000,0.04965
256,1.7544E+00,2.0074E-01,38.000,0.05523
257,1.7044E+00,2.0726E-01,38.000,0.0621
258,1.6543E+00,2.1350E-01,38.000,0.07014
259,1.6042E+00,2.1945E-01,38.000,0.07923
260,1.5541E+00,2.2510E-01,38.000,0.08925
261,1.5040E+00,2.3045E-01,38.000,0.1001
262,1.4538E+00,2.3549E-01,38.000,0.1115
263,1.4036E+00,2.4021E-01,38.000,0.1236
264,1.3533E+00,2.4460E-01,38.000,0.1361
265,1.3031E+00,2.4862E-01,38.000,0.149
266,1.2528E+00,2.5225E-01,38.000,0.1623
267,1.2024E+00,2.5545E-01,38.000,0.1758
268,1.1521E+00,2.5820E-01,38.000,0.1895
269,1.1017E+00,2.6046E-01,38.000,0.2033
270,1.0513E+00,2.6221E-01,38.000,0.2172
271,1.0009E+00,2.6342E-01,38.000,0.2311
272,9.5043E-01,2.6406E-01,38.000,0.2449
273,8.9999E-01,2.6411E-01,38.000,0.2584
274,8.4956E-01,2.6354E-01,38.000,0.2714
275,7.9914E-01,2.6229E-01,38.000,0.2838
276,7.4875E-01,2.6024E-01,38.000,0.2957
277,6.9840E-01,2.5725E-01,38.000,0.3076
278,6.4813E-01,2.5328E-01,38.000,0.3192
279,5.9793E-01,2.4841E-01,38.000,0.3294
280,5.4781E-01,2.4275E-01,38.000,0.3367
281,4.9780E-01,2.3624E-01,38.000,0.3408
282,4.4795E-01,2.2861E-01,38.000,0.3426
283,3.9832E-01,2.1963E-01,38.000,0.3439
284,3.4898E-01,2.0916E-01,38.000,0.3479
285,3.4884E-01,2.1482E-01,40.000,1
286,3.9804E-01,2.2580E-01,40.000,1
287,4.4754E-01,2.3533E-01,40.000,1
288,4.9728E-01,2.4350E-01,40.000,1
289,5.4720E-01,2.5051E-01,40.000,1
290,5.9724E-01,2.5662E-01,40.000,1
291,6.4737E-01,2.6197E-01,40.000,0.9948
292,6.9757E-01,2.6651E-01,40.000,0.9154
293,7.4785E-01,2.7013E-01,40.000,0.8432
294,7.9819E-01,2.7279E-01,40.000,0.7767
295,8.4857E-01,2.7461E-01,40.000,0.7149
296,8.9897E-01,2.7572E-01,40.000,0.658
297,9.4938E-01,2.7620E-01,40.000,0.6063
298,9.9979E-01,2.7609E-01,40.000,0.5602
299,1.0502E+00,2.7542E-01,40.000,0.5203
300,1.1006E+00,2.7421E-01,40.000,0.4869
301,1.1510E+00,2.7248E-01,40.000,0.4606
302,1.2013E+00,2.7026E-01,40.000,0.4416
303,1.2517E+00,2.6758E-01,40.000,0.43
304,1.3020E+00,2.6447E-01,40.000,0.4255
305,1.3523E+00,2.6095E-01,40.000,0.4275
306,1.4025E+00,2.5705E-01,40.000,0.435
307,1.4528E+00,2.5280E-01,40.000,0.4471
308,1.5030E+00,2.4822E-01,40.000,0.4626
309,1.5531E+00,2.4334E-01,40.000,0.4804
310,1.6033E+00,2.3816E-01,40.000,0.4998
311,1.6534E+00,2.3269E-01,40.000,0.5197
312,1.7035E+00,2.2693E-01,40.000,0.5395
313,1.7535E+00,2.2089E-01,40.000,0.5586
314,1.8035E+00,2.1458E-01,40.000,0.5765
315,1.8535E+00,2.0800E-01,40.000,0.5927
316,1.9035E+00,2.0115E-01,40.000,0.6067
317,1.9534E+00,1.9404E-01,40.000,0.6181
318,2.0032E+00,1.8666E-01,40.000,0.6266
319,2.0531E+00,1.7901E-01,40.000,0.6316
320,2.1028E+00,1.7110E-01,40.000,0.6326
321,2.1526E+00,1.6293E-01,40.000,0.6295
322,2.2023E+00,1.5455E-01,40.000,0.6216
323,2.2520E+00,1.4599E-01,40.000,0.6086
324,2.3016E+00,1.3727E-01,40.000,0.5902
325,2.3513E+00,1.2843E-01,40.000,0.5666
326,2.4009E+00,1.1950E-01,40.000,0.5372
327,2.4505E+00,1.1042E-01,40.000,0.5143
328,2.4500E+00,0.0000E+00,38.000,0.0479
329,2.4000E+00,0.0000E+00,38.000,0.0611
330,2.3500E+00,0.0000E+00,38.000,0.07309
331,2.3000E+00,0.0000E+00,38.000,0.08389
332,2.2500E+00,0.0000E+00,38.000,0.09363
333,2.2000E+00,0.0000E+00,38.000,0.1026
334,2.1500E+00,0.0000E+00,38.000,0.111
335,2.1000E+00,0.0000E+00,38.000,0.1189
336,2.0500E+00,0.0000E+00,38.000,0.1265
337,2.0000E+00,0.0000E+00,38.000,0.1337
338,1.9500E+00,0.0000E+00,38.000,0.1406
339,1.9000E+00,0.0000E+00,38.000,0.1473
340,1.8500E+00,0.0000E+00,38.000,0.1537
341,1.8000E+00,0.0000E+00,38.000,0.1598
342,1.7500E+00,0.0000E+00,38.000,0.1656
343,1.7000E+00,0.0000E+00,38.000,0.1711
344,1.6500E+00,0.0000E+00,38.000,0.1763
345,1.6000E+00,0.0000E+00,38.000,0.1812
346,1.5500E+00,0.0000E+00,38.000,0.1859
347,1.5000E+00,0.0000E+00,38.000,0.1904
348,1.4500E+00,0.0000E+00,38.000,0.1946
349,1.4000E+00,0.0000E+00,38.000,0.1985
350,1.3500E+00,0.0000E+00,38.000,0.2022
351,1.3000E+00,0.0000E+00,38.000,0.2056
352,1.2500E+00,0.0000E+00,38.000,0.2087
353,1.2000E+00,0.0000E+00,38.000,0.2116
354,1.1500E+00,0.0000E+00,38.000,0.2142
355,1.1000E+00,0.0000E+00,38.000,0.2165
356,1.0500E+00,0.0000E+00,38.000,0.2185
357,1.0000E+00,0.0000E+00,38.000,0.2203
358,9.5000E-01,0.0000E+00,38.000,0.2219
359,9.0000E-01,0.0000E+00,38.000,0.2232
360,8.5000E-01,0.0000E+00,38.000,0.2245
361,8.0000E-01,0.0000E+00,38.000,0.2257
362,7.5000E-01,0.0000E+00,38.000,0.2271
363,7.0000E-01,0.0000E+00,38.000,0.2287
364,6.5000E-01,0.0000E+00,38.000,0.231
365,6.0000E-01,0.0000E+00,38.000,0.2344
366,5.5000E-01,0.0000E+00,38.000,0.239
367,5.0000E-01,0.0000E+00,38.000,0.245
368,4.5000E-01,0.0000E+00,38.000,0.2516
369,4.0000E-01,0.0000E+00,38.000,0.2556
370,3.5000E-01,0.0000E+00,38.000,0.2448
371,3.5000E-01,0.0000E+00,40.000,1
372,4.0000E-01,0.0000E+00,40.000,1
373,4.5000E-01,0.0000E+00,40.000,1
374,5.0000E-01,0.0000E+00,40.000,1
375,5.5000E-01,0.0000E+00,40.000,0.9111
376,6.0000E-01,0.0000E+00,40.000,0.7772
377,6.5000E-01,0.0000E+00,40.000,0.6647
378,7.0000E-01,0.0000E+00,40.000,0.5669
379,7.5000E-01,0.0000E+00,40.000,0.48
380,8.0000E-01,0.0000E+00,40.000,0.402
381,8.5000E-01,0.0000E+00,40.000,0.3318
382,9.0000E-01,0.0000E+00,40.000,0.2692
383,9.5000E-01,0.0000E+00,40.000,0.2149
384,1.0000E+00,0.0000E+00,40.000,0.1712
385,1.0500E+00,0.0000E+00,40.000,0.1434
386,1.1000E+00,0.0000E+00,40.000,0.1375
387,1.1500E+00,0.0000E+00,40.000,0.1507
388,1.2000E+00,0.0000E+00,40.000,0.1749
389,1.2500E+00,0.0000E+00,40.000,0.2043
390,1.3000E+00,0.0000E+00,40.000,0.2358
391,1.3500E+00,0.0000E+00,40.000,0.2676
392,1.4000E+00,0.0000E+00,40.000,0.2985
393,1.4500E+00,0.0000E+00,40.000,0.3281
394,1.5000E+00,0.0000E+00,40.000,0.356
395,1.5500E+00,0.0000E+00,40.000,0.382
396,1.6000E+00,0.0000E+00,40.000,0.406
397,1.6500E+00,0.0000E+00,40.000,0.4281
398,1.7000E+00,0.0000E+00,40.000,0.4481
399,1.7500E+00,0.0000E+00,40.000,0.4663
400,1.8000E+00,0.0000E+00,40.000,0.4828
401,1.8500E+00,0.0000E+00,40.000,0.4977
402,1.9000E+00,0.0000E+00,40.000,0.5111
403,1.9500E+00,0.0000E+00,40.000,0.5232
404,2.0000E+00,0.0000E+00,40.000,0.5343
405,2.0500E+00,0.0000E+00,40.000,0.5445
406,2.1000E+00,0.0000E+00,40.000,0.5541
407,2.1500E+00,0.0000E+00,40.000,0.5638
408,2.2000E+00,0.0000E+00,40.000,0.5743
409,2.2500E+00,0.0000E+00,40.000,0.5867
410,2.3000E+00,0.0000E+00,40.000,0.6035
411,2.3500E+00,0.0000E+00,40.000,0.6281
412,2.4000E+00,0.0000E+00,40.000,0.6734
413,2.4500E+00,0.0000E+00,40.000,0.7411
414,3.0000E-01,-7.1573E-02,38.000,0.2182
415,2.5000E+00,-2.5532E-02,38.000,0.02989
416,2.4501E+00,-5.5781E-02,38.000,0.03206
417,2.4002E+00,-6.0476E-02,38.000,0.03181
418,2.3503E+00,-6.5126E-02,38.000,0.02579
419,2.3004E+00,-6.9709E-02,38.000,0.01936
420,2.2505E+00,-7.4200E-02,38.000,0.01467
421,2.2006E+00,-7.8593E-02,38.000,0.01397
422,2.1506E+00,-8.2900E-02,38.000,0.01693
423,2.1007E+00,-8.7133E-02,38.000,0.02138
424,2.0507E+00,-9.1308E-02,38.000,0.02598
425,2.0008E+00,-9.5440E-02,38.000,0.03022
426,1.9508E+00,-9.9544E-02,38.000,0.03388
427,1.9009E+00,-1.0362E-01,38.000,0.0369
428,1.8509E+00,-1.0766E-01,38.000,0.03924
429,1.8010E+00,-1.1167E-01,38.000,0.04094
430,1.7510E+00,-1.1564E-01,38.000,0.04198
431,1.7011E+00,-1.1956E-01,38.000,0.0424
432,1.6511E+00,-1.2342E-01,38.000,0.0422
433,1.6011E+00,-1.2720E-01,38.000,0.04142
434,1.5511E+00,-1.3088E-01,38.000,0.04012
435,1.5011E+00,-1.3443E-01,38.000,0.03837
436,1.4511E+00,-1.3782E-01,38.000,0.03626
437,1.4011E+00,-1.4102E-01,38.000,0.03389
438,1.3511E+00,-1.4404E-01,38.000,0.03139
439,1.3011E+00,-1.4687E-01,38.000,0.02885
440,1.2510E+00,-1.4951E-01,38.000,0.0264
441,1.2010E+00,-1.5198E-01,38.000,0.02418
442,1.1509E+00,-1.5428E-01,38.000,0.02234
443,1.1008E+00,-1.5642E-01,38.000,0.02102
444,1.0507E+00,-1.5837E-01,38.000,0.02034
445,1.0006E+00,-1.6013E-01,38.000,0.02034
446,9.5056E-01,-1.6169E-01,38.000,0.02092
447,9.0046E-01,-1.6302E-01,38.000,0.0219
448,8.5035E-01,-1.6412E-01,38.000,0.02303
449,8.0024E-01,-1.6496E-01,38.000,0.02408
450,7.5012E-01,-1.6550E-01,38.000,0.02488
451,7.0001E-01,-1.6569E-01,38.000,0.02524
452,6.4989E-01,-1.6545E-01,38.000,0.02504
453,5.9978E-01,-1.6467E-01,38.000,0.02421
454,5.4968E-01,-1.6323E-01,38.000,0.02271
455,4.9961E-01,-1.6104E-01,38.000,0.02064
456,4.4958E-01,-1.5804E-01,38.000,0.01716
457,3.9962E-01,-1.5417E-01,38.000,0.01496
458,3.4974E-01,-1.4929E-01,38.000,0.02025
459,3.0000E-01,-7.2858E-02,40.000,1
460,2.5000E+00,-2.6746E-02,40.000,0.7369
461,3.4972E-01,-1.5203E-01,40.000,1
462,3.9959E-01,-1.5707E-01,40.000,1
463,4.4955E-01,-1.6105E-01,40.000,1
464,4.9957E-01,-1.6418E-01,40.000,1
465,5.4964E-01,-1.6651E-01,40.000,1
466,5.9974E-01,-1.6808E-01,40.000,1
467,6.4985E-01,-1.6898E-01,40.000,0.9422
468,6.9997E-01,-1.6929E-01,40.000,0.8498
469,7.5009E-01,-1.6915E-01,40.000,0.7599
470,8.0021E-01,-1.6864E-01,40.000,0.6727
471,8.5033E-01,-1.6781E-01,40.000,0.5882
472,9.0044E-01,-1.6671E-01,40.000,0.5061
473,9.5054E-01,-1.6537E-01,40.000,0.4267
474,1.0006E+00,-1.6381E-01,40.000,0.3498
475,1.0507E+00,-1.6203E-01,40.000,0.2756
476,1.1008E+00,-1.6007E-01,40.000,0.2046
477,1.1509E+00,-1.5792E-01,40.000,0.1381
478,1.2010E+00,-1.5560E-01,40.000,0.08177
479,1.2510E+00,-1.5312E-01,40.000,0.06188
480,1.3011E+00,-1.5047E-01,40.000,0.09842
481,1.3511E+00,-1.4765E-01,40.000,0.1532
482,1.4011E+00,-1.4466E-01,40.000,0.2107
483,1.4512E+00,-1.4148E-01,40.000,0.2679
484,1.5012E+00,-1.3812E-01,40.000,0.3237
485,1.5512E+00,-1.3459E-01,40.000,0.3778
486,1.6012E+00,-1.3090E-01,40.000,0.4301
487,1.6511E+00,-1.2708E-01,40.000,0.4804
488,1.7011E+00,-1.2316E-01,40.000,0.5286
489,1.7511E+00,-1.1915E-01,40.000,0.5746
490,1.8010E+00,-1.1509E-01,40.000,0.6183
491,1.8510E+00,-1.1099E-01,40.000,0.6596
492,1.9009E+00,-1.0684E-01,40.000,0.6984
493,1.9509E+00,-1.0265E-01,40.000,0.7343
494,2.0008E+00,-9.8436E-02,40.000,0.7673
495,2.0507E+00,-9.4190E-02,40.000,0.7971
496,2.1007E+00,-8.9918E-02,40.000,0.8235
497,2.1506E+00,-8.5612E-02,40.000,0.846
498,2.2006E+00,-8.1257E-02,40.000,0.8643
499,2.2505E+00,-7.6837E-02,40.000,0.8778
500,2.3004E+00,-7.2341E-02,40.000,0.8864
501,2.3503E+00,-6.7755E-02,40.000,0.8894
502,2.4002E+00,-6.3073E-02,40.000,0.8891
503,2.4501E+00,-5.8311E-02,40.000,0.8916
504,2.5000E+00,-5.1118E-02,38.050,0.0416
505,2.5000E+00,-5.1173E-02,38.100,0.05396
506,2.5000E+00,-5.1228E-02,38.150,0.06535
507,2.5000E+00,-5.1284E-02,38.200,0.07675
508,2.5000E+00,-5.1340E-02,38.250,0.08779
509,2.5000E+00,-5.1396E-02,38.300,0.09791
510,2.5000E+00,-5.1453E-02,38.350,0.1069
511,2.5000E+00,-5.1510E-02,38.400,0.1147
512,2.5000E+00,-5.1567E-02,38.450,0.1213
513,2.5000E+00,-5.1625E-02,38.500,0.1267
514,2.5000E+00,-5.1683E-02,38.550,0.1312
515,2.5000E+00,-5.1741E-02,38.600,0.1348
516,2.5000E+00,-5.1800E-02,38.650,0.1375
517,2.5000E+00,-5.1859E-02,38.700,0.1395
