NodeNo.,X,Y,Z,stress
12848,2.4760E-01,1.8571E-01,39.425,0.633
12849,2.0117E-01,1.2576E-01,39.400,0.4982
12850,2.2167E-01,1.7721E-01,39.400,0.6151
12851,1.9597E-01,1.6811E-01,39.425,0.5985
12852,1.5310E-01,1.1023E-01,39.400,0.4742
12853,1.7058E-01,1.5813E-01,39.400,0.5774
12854,1.4553E-01,1.4736E-01,39.425,0.5577
12855,1.0668E-01,9.1862E-02,39.400,0.4441
12856,1.2094E-01,1.3554E-01,39.400,0.5316
12857,9.6887E-02,1.2265E-01,39.425,0.5073
12858,6.3663E-02,6.9820E-02,39.400,0.4085
12859,7.3596E-02,1.0835E-01,39.400,0.4734
12860,5.1420E-02,9.2313E-02,39.425,0.4419
12861,3.0361E-02,4.2840E-02,39.400,0.3824
12862,3.1522E-02,7.3527E-02,39.400,0.4117
12863,1.4908E-02,5.1744E-02,39.425,0.3919
12864,2.5026E-01,1.3893E-01,39.350,0.514
12865,2.7373E-01,1.9337E-01,39.350,0.6449
12866,3.0000E-01,1.5051E-01,39.350,0.5294
12867,3.0000E-01,2.0074E-01,39.375,0.6606
12868,2.4761E-01,1.8560E-01,39.375,0.6317
12869,2.0119E-01,1.2568E-01,39.350,0.4948
12870,2.2169E-01,1.7711E-01,39.350,0.613
12871,1.9599E-01,1.6802E-01,39.375,0.5972
12872,1.5313E-01,1.1015E-01,39.350,0.4706
12873,1.7062E-01,1.5805E-01,39.350,0.5754
12874,1.4557E-01,1.4729E-01,39.375,0.5565
12875,1.0672E-01,9.1798E-02,39.350,0.44
12876,1.2099E-01,1.3549E-01,39.350,0.5296
12877,9.6936E-02,1.2261E-01,39.375,0.506
12878,6.3702E-02,6.9774E-02,39.350,0.4035
12879,7.3643E-02,1.0832E-01,39.350,0.4714
12880,5.1462E-02,9.2292E-02,39.375,0.4403
12881,3.0384E-02,4.2809E-02,39.350,0.3745
12882,3.1552E-02,7.3516E-02,39.350,0.4081
12883,1.4926E-02,5.1739E-02,39.375,0.3863
12884,2.5027E-01,1.3884E-01,39.300,0.5097
12885,2.7374E-01,1.9325E-01,39.300,0.6408
12886,3.0000E-01,1.5041E-01,39.300,0.5247
12887,3.0000E-01,2.0061E-01,39.325,0.6567
12888,2.4763E-01,1.8549E-01,39.325,0.6288
12889,2.0122E-01,1.2560E-01,39.300,0.4905
12890,2.2172E-01,1.7700E-01,39.300,0.6095
12891,1.9602E-01,1.6793E-01,39.325,0.5945
12892,1.5317E-01,1.1008E-01,39.300,0.4661
12893,1.7066E-01,1.5797E-01,39.300,0.5721
12894,1.4561E-01,1.4722E-01,39.325,0.5539
12895,1.0676E-01,9.1735E-02,39.300,0.4352
12896,1.2103E-01,1.3543E-01,39.300,0.5264
12897,9.6985E-02,1.2257E-01,39.325,0.5034
12898,6.3741E-02,6.9728E-02,39.300,0.3979
12899,7.3690E-02,1.0828E-01,39.300,0.4683
12900,5.1504E-02,9.2272E-02,39.325,0.4375
12901,3.0407E-02,4.2779E-02,39.300,0.3665
12902,3.1582E-02,7.3504E-02,39.300,0.4038
12903,1.4945E-02,5.1734E-02,39.325,0.3802
12904,2.5029E-01,1.3875E-01,39.250,0.5044
12905,2.7375E-01,1.9313E-01,39.250,0.6353
12906,3.0000E-01,1.5031E-01,39.250,0.519
12907,3.0000E-01,2.0048E-01,39.275,0.6514
12908,2.4764E-01,1.8537E-01,39.275,0.6244
12909,2.0124E-01,1.2551E-01,39.250,0.4852
12910,2.2174E-01,1.7690E-01,39.250,0.6045
12911,1.9605E-01,1.6784E-01,39.275,0.5904
12912,1.5321E-01,1.1000E-01,39.250,0.4608
12913,1.7069E-01,1.5789E-01,39.250,0.5674
12914,1.4565E-01,1.4715E-01,39.275,0.55
12915,1.0681E-01,9.1672E-02,39.250,0.4298
12916,1.2108E-01,1.3538E-01,39.250,0.5221
12917,9.7035E-02,1.2252E-01,39.275,0.4997
12918,6.3781E-02,6.9683E-02,39.250,0.392
12919,7.3737E-02,1.0825E-01,39.250,0.4642
12920,5.1546E-02,9.2252E-02,39.275,0.4338
12921,3.0430E-02,4.2749E-02,39.250,0.3585
12922,3.1612E-02,7.3493E-02,39.250,0.3987
12923,1.4964E-02,5.1728E-02,39.275,0.3737
12924,2.5030E-01,1.3866E-01,39.200,0.4982
12925,2.7376E-01,1.9301E-01,39.200,0.6285
12926,3.0000E-01,1.5022E-01,39.200,0.5124
12927,3.0000E-01,2.0035E-01,39.225,0.6448
12928,2.4766E-01,1.8526E-01,39.225,0.6187
12929,2.0127E-01,1.2543E-01,39.200,0.4792
12930,2.2176E-01,1.7680E-01,39.200,0.5984
12931,1.9608E-01,1.6775E-01,39.225,0.585
12932,1.5324E-01,1.0993E-01,39.200,0.4549
12933,1.7073E-01,1.5781E-01,39.200,0.5617
12934,1.4569E-01,1.4709E-01,39.225,0.545
12935,1.0685E-01,9.1610E-02,39.200,0.4239
12936,1.2113E-01,1.3532E-01,39.200,0.5168
12937,9.7084E-02,1.2248E-01,39.225,0.495
12938,6.3820E-02,6.9638E-02,39.200,0.3858
12939,7.3784E-02,1.0822E-01,39.200,0.4593
12940,5.1588E-02,9.2232E-02,39.225,0.4294
12941,3.0452E-02,4.2719E-02,39.200,0.3506
12942,3.1643E-02,7.3482E-02,39.200,0.3931
12943,1.4983E-02,5.1723E-02,39.225,0.3669
12944,2.5030E-01,1.3858E-01,39.150,0.4912
12945,2.7377E-01,1.9289E-01,39.150,0.6205
12946,3.0000E-01,1.5012E-01,39.150,0.5049
12947,3.0000E-01,2.0022E-01,39.175,0.6368
12948,2.4767E-01,1.8515E-01,39.175,0.6118
12949,2.0127E-01,1.2535E-01,39.150,0.4726
12950,2.2178E-01,1.7670E-01,39.150,0.5911
12951,1.9611E-01,1.6765E-01,39.175,0.5786
12952,1.5325E-01,1.0985E-01,39.150,0.4484
12953,1.7076E-01,1.5773E-01,39.150,0.555
12954,1.4573E-01,1.4702E-01,39.175,0.539
12955,1.0687E-01,9.1543E-02,39.150,0.4176
12956,1.2117E-01,1.3527E-01,39.150,0.5107
12957,9.7134E-02,1.2244E-01,39.175,0.4895
12958,6.3837E-02,6.9586E-02,39.150,0.3793
12959,7.3832E-02,1.0818E-01,39.150,0.4537
12960,5.1631E-02,9.2211E-02,39.175,0.4243
12961,3.0468E-02,4.2689E-02,39.150,0.3427
12962,3.1673E-02,7.3471E-02,39.150,0.3872
12963,1.5002E-02,5.1718E-02,39.175,0.3599
12964,2.5030E-01,1.3849E-01,39.100,0.4836
12965,2.7377E-01,1.9277E-01,39.100,0.6115
12966,3.0000E-01,1.5002E-01,39.100,0.4967
12967,3.0000E-01,2.0010E-01,39.125,0.6277
12968,2.4769E-01,1.8504E-01,39.125,0.6038
12969,2.0125E-01,1.2528E-01,39.100,0.4654
12970,2.2181E-01,1.7660E-01,39.100,0.5829
12971,1.9614E-01,1.6756E-01,39.125,0.5711
12972,1.5321E-01,1.0979E-01,39.100,0.4416
12973,1.7080E-01,1.5765E-01,39.100,0.5475
12974,1.4577E-01,1.4695E-01,39.125,0.5322
12975,1.0680E-01,9.1481E-02,39.100,0.411
12976,1.2122E-01,1.3521E-01,39.100,0.5038
12977,9.7184E-02,1.2239E-01,39.125,0.4833
12978,6.3768E-02,6.9519E-02,39.100,0.3727
12979,7.3879E-02,1.0815E-01,39.100,0.4476
12980,5.1673E-02,9.2191E-02,39.125,0.4187
12981,3.0453E-02,4.2653E-02,39.100,0.335
12982,3.1704E-02,7.3460E-02,39.100,0.3811
12983,1.5021E-02,5.1712E-02,39.125,0.3528
12984,2.5034E-01,1.3842E-01,39.050,0.4754
12985,2.7378E-01,1.9264E-01,39.050,0.6014
12986,3.0000E-01,1.4993E-01,39.050,0.4878
12987,3.0000E-01,1.9997E-01,39.075,0.6176
12988,2.4770E-01,1.8493E-01,39.075,0.5947
12989,2.0127E-01,1.2523E-01,39.050,0.4577
12990,2.2183E-01,1.7650E-01,39.050,0.5738
12991,1.9617E-01,1.6747E-01,39.075,0.5628
12992,1.5317E-01,1.0976E-01,39.050,0.4344
12993,1.7083E-01,1.5757E-01,39.050,0.5392
12994,1.4582E-01,1.4688E-01,39.075,0.5246
12995,1.0669E-01,9.1447E-02,39.050,0.4042
12996,1.2126E-01,1.3515E-01,39.050,0.4964
12997,9.7233E-02,1.2235E-01,39.075,0.4766
12998,6.3600E-02,6.9452E-02,39.050,0.3662
12999,7.3926E-02,1.0812E-01,39.050,0.4411
13000,5.1716E-02,9.2171E-02,39.075,0.4128
13001,3.0416E-02,4.2634E-02,39.050,0.3275
13002,3.1735E-02,7.3449E-02,39.050,0.3748
13003,1.5040E-02,5.1707E-02,39.075,0.3458
13004,2.5070E-01,1.3833E-01,39.000,0.4666
13005,2.7379E-01,1.9252E-01,39.000,0.5906
13006,3.0000E-01,1.4983E-01,39.000,0.4783
13007,3.0000E-01,1.9984E-01,39.025,0.6065
13008,2.4772E-01,1.8482E-01,39.025,0.5849
13009,2.0183E-01,1.2521E-01,39.000,0.4497
13010,2.2185E-01,1.7640E-01,39.000,0.5639
13011,1.9620E-01,1.6738E-01,39.025,0.5538
13012,1.5380E-01,1.0986E-01,39.000,0.4272
13013,1.7087E-01,1.5749E-01,39.000,0.5303
13014,1.4586E-01,1.4681E-01,39.025,0.5164
13015,1.0720E-01,9.1632E-02,39.000,0.3977
13016,1.2131E-01,1.3510E-01,39.000,0.4885
13017,9.7283E-02,1.2231E-01,39.025,0.4694
13018,6.3808E-02,6.9567E-02,39.000,0.3599
13019,7.3974E-02,1.0809E-01,39.000,0.4344
13020,5.1759E-02,9.2151E-02,39.025,0.4067
13021,3.0585E-02,4.2740E-02,39.000,0.3205
13022,3.1765E-02,7.3438E-02,39.000,0.3684
13023,1.5058E-02,5.1701E-02,39.025,0.3388
13024,2.1489E-02,0.0000E+00,39.950,0.7412
13025,3.2318E-03,2.7192E-02,39.950,0.5214
13026,2.9637E-03,2.6343E-02,40.000,0.5254
13027,2.1486E-02,0.0000E+00,40.000,0.7523
13028,0.0000E+00,0.0000E+00,39.975,0.7715
13029,2.1492E-02,0.0000E+00,39.900,0.7098
13030,3.2410E-03,2.7191E-02,39.900,0.5066
13031,0.0000E+00,0.0000E+00,39.925,0.7461
13032,2.1495E-02,0.0000E+00,39.850,0.6667
13033,3.2501E-03,2.7191E-02,39.850,0.4899
13034,0.0000E+00,0.0000E+00,39.875,0.7005
13035,2.1497E-02,0.0000E+00,39.800,0.6199
13036,3.2593E-03,2.7190E-02,39.800,0.4716
13037,0.0000E+00,0.0000E+00,39.825,0.6479
13038,2.1500E-02,0.0000E+00,39.750,0.575
13039,3.2685E-03,2.7190E-02,39.750,0.4541
13040,0.0000E+00,0.0000E+00,39.775,0.5963
13041,2.1503E-02,0.0000E+00,39.700,0.5346
13042,3.2777E-03,2.7189E-02,39.700,0.4381
13043,0.0000E+00,0.0000E+00,39.725,0.5503
13044,2.1506E-02,0.0000E+00,39.650,0.4996
13045,3.2869E-03,2.7189E-02,39.650,0.4238
13046,0.0000E+00,0.0000E+00,39.675,0.5112
13047,2.1509E-02,0.0000E+00,39.600,0.4696
13048,3.2961E-03,2.7188E-02,39.600,0.411
13049,0.0000E+00,0.0000E+00,39.625,0.4785
13050,2.1512E-02,0.0000E+00,39.550,0.4437
13051,3.3053E-03,2.7188E-02,39.550,0.3992
13052,0.0000E+00,0.0000E+00,39.575,0.451
13053,2.1514E-02,0.0000E+00,39.500,0.4211
13054,3.3146E-03,2.7187E-02,39.500,0.3883
13055,0.0000E+00,0.0000E+00,39.525,0.4276
13056,2.1517E-02,0.0000E+00,39.450,0.4012
13057,3.3238E-03,2.7187E-02,39.450,0.3779
13058,0.0000E+00,0.0000E+00,39.475,0.4072
13059,2.1520E-02,0.0000E+00,39.400,0.3834
13060,3.3330E-03,2.7186E-02,39.400,0.3679
13061,0.0000E+00,0.0000E+00,39.425,0.3891
13062,2.1523E-02,0.0000E+00,39.350,0.3672
13063,3.3423E-03,2.7186E-02,39.350,0.3582
13064,0.0000E+00,0.0000E+00,39.375,0.3728
13065,2.1526E-02,0.0000E+00,39.300,0.3523
13066,3.3515E-03,2.7185E-02,39.300,0.3487
13067,1.0306E-04,0.0000E+00,39.325,0.3579
13068,2.1528E-02,0.0000E+00,39.250,0.3386
13069,3.3608E-03,2.7185E-02,39.250,0.3395
13070,1.0609E-04,0.0000E+00,39.275,0.3441
13071,2.1531E-02,0.0000E+00,39.200,0.3259
13072,3.3700E-03,2.7184E-02,39.200,0.3306
13073,1.0913E-04,0.0000E+00,39.225,0.3312
13074,2.1534E-02,0.0000E+00,39.150,0.314
13075,3.3793E-03,2.7184E-02,39.150,0.3219
13076,1.1216E-04,0.0000E+00,39.175,0.3191
13077,2.1537E-02,0.0000E+00,39.100,0.3029
13078,3.3886E-03,2.7183E-02,39.100,0.3134
13079,1.1518E-04,0.0000E+00,39.125,0.3077
13080,2.1540E-02,0.0000E+00,39.050,0.2925
13081,3.3978E-03,2.7182E-02,39.050,0.3054
13082,1.1821E-04,0.0000E+00,39.075,0.2971
13083,2.1543E-02,0.0000E+00,39.000,0.2829
13084,3.4071E-03,2.7182E-02,39.000,0.2977
13085,1.2123E-04,0.0000E+00,39.025,0.2871
13086,2.5368E-01,9.1883E-02,38.975,0.3662
13087,2.5542E-01,4.5937E-02,38.950,0.2929
13088,2.5716E-01,0.0000E+00,38.975,0.2699
13089,3.0000E-01,0.0000E+00,38.975,0.2629
13090,3.0000E-01,4.9910E-02,38.950,0.2883
13091,3.0000E-01,9.9853E-02,38.975,0.3696
13092,2.7858E-01,0.0000E+00,38.950,0.2615
13093,2.7684E-01,9.5848E-02,38.950,0.3629
13094,2.5367E-01,9.1866E-02,38.925,0.3583
13095,2.5541E-01,4.5929E-02,38.900,0.2859
13096,2.5716E-01,0.0000E+00,38.925,0.262
13097,3.0000E-01,0.0000E+00,38.925,0.2552
13098,3.0000E-01,4.9878E-02,38.900,0.2812
13099,3.0000E-01,9.9788E-02,38.925,0.3611
13100,2.7858E-01,0.0000E+00,38.900,0.254
13101,2.7683E-01,9.5807E-02,38.900,0.3547
13102,2.5365E-01,9.1849E-02,38.875,0.3504
13103,2.5540E-01,4.5920E-02,38.850,0.2793
13104,2.5716E-01,0.0000E+00,38.875,0.2547
13105,3.0000E-01,0.0000E+00,38.875,0.2482
13106,3.0000E-01,4.9845E-02,38.850,0.2745
13107,3.0000E-01,9.9723E-02,38.875,0.3526
13108,2.7858E-01,0.0000E+00,38.850,0.2472
13109,2.7682E-01,9.5766E-02,38.850,0.3465
13110,2.5363E-01,9.1831E-02,38.825,0.3425
13111,2.5540E-01,4.5911E-02,38.800,0.2732
13112,2.5716E-01,0.0000E+00,38.825,0.2482
13113,3.0000E-01,0.0000E+00,38.825,0.2418
13114,3.0000E-01,4.9813E-02,38.800,0.2681
13115,3.0000E-01,9.9658E-02,38.825,0.3441
13116,2.7858E-01,0.0000E+00,38.800,0.2411
13117,2.7681E-01,9.5724E-02,38.800,0.3383
13118,2.5362E-01,9.1813E-02,38.775,0.3348
13119,2.5539E-01,4.5902E-02,38.750,0.2675
13120,2.5716E-01,0.0000E+00,38.775,0.2424
13121,3.0000E-01,0.0000E+00,38.775,0.236
13122,3.0000E-01,4.9780E-02,38.750,0.262
13123,3.0000E-01,9.9593E-02,38.775,0.3355
13124,2.7858E-01,0.0000E+00,38.750,0.2356
13125,2.7681E-01,9.5682E-02,38.750,0.3302
13126,2.5361E-01,9.1795E-02,38.725,0.3272
13127,2.5539E-01,4.5893E-02,38.700,0.2623
13128,2.5716E-01,0.0000E+00,38.725,0.2372
13129,3.0000E-01,0.0000E+00,38.725,0.2309
13130,3.0000E-01,4.9748E-02,38.700,0.2564
13131,3.0000E-01,9.9528E-02,38.725,0.327
13132,2.7858E-01,0.0000E+00,38.700,0.2308
13133,2.7681E-01,9.5641E-02,38.700,0.3221
13134,2.5361E-01,9.1776E-02,38.675,0.3198
13135,2.5538E-01,4.5883E-02,38.650,0.2576
13136,2.5716E-01,0.0000E+00,38.675,0.2328
13137,3.0000E-01,0.0000E+00,38.675,0.2264
13138,3.0000E-01,4.9715E-02,38.650,0.2512
13139,3.0000E-01,9.9463E-02,38.675,0.3185
13140,2.7858E-01,0.0000E+00,38.650,0.2266
13141,2.7680E-01,9.5599E-02,38.650,0.3143
13142,2.5360E-01,9.1757E-02,38.625,0.3127
13143,2.5538E-01,4.5874E-02,38.600,0.2535
13144,2.5716E-01,0.0000E+00,38.625,0.2291
13145,3.0000E-01,0.0000E+00,38.625,0.2225
13146,3.0000E-01,4.9683E-02,38.600,0.2465
13147,3.0000E-01,9.9398E-02,38.625,0.3102
13148,2.7858E-01,0.0000E+00,38.600,0.2232
13149,2.7680E-01,9.5556E-02,38.600,0.3067
13150,2.5359E-01,9.1737E-02,38.575,0.3059
13151,2.5537E-01,4.5864E-02,38.550,0.2501
13152,2.5716E-01,0.0000E+00,38.575,0.2261
13153,3.0000E-01,0.0000E+00,38.575,0.2193
13154,3.0000E-01,4.9650E-02,38.550,0.2423
13155,3.0000E-01,9.9333E-02,38.575,0.3022
13156,2.7858E-01,0.0000E+00,38.550,0.2204
13157,2.7679E-01,9.5514E-02,38.550,0.2995
13158,2.5358E-01,9.1718E-02,38.525,0.2997
13159,2.5537E-01,4.5854E-02,38.500,0.2474
13160,2.5716E-01,0.0000E+00,38.525,0.2239
13161,3.0000E-01,0.0000E+00,38.525,0.2168
13162,3.0000E-01,4.9618E-02,38.500,0.2388
13163,3.0000E-01,9.9268E-02,38.525,0.2945
13164,2.7858E-01,0.0000E+00,38.500,0.2184
13165,2.7679E-01,9.5471E-02,38.500,0.2927
13166,2.5357E-01,9.1698E-02,38.475,0.2942
13167,2.5537E-01,4.5844E-02,38.450,0.2458
13168,2.5716E-01,0.0000E+00,38.475,0.2226
13169,3.0000E-01,0.0000E+00,38.475,0.2151
13170,3.0000E-01,4.9585E-02,38.450,0.2362
13171,3.0000E-01,9.9203E-02,38.475,0.2872
13172,2.7858E-01,0.0000E+00,38.450,0.2173
13173,2.7678E-01,9.5429E-02,38.450,0.2867
13174,2.5356E-01,9.1677E-02,38.425,0.2895
13175,2.5536E-01,4.5834E-02,38.400,0.2452
13176,2.5717E-01,0.0000E+00,38.425,0.2223
13177,3.0000E-01,0.0000E+00,38.425,0.2143
13178,3.0000E-01,4.9552E-02,38.400,0.2346
13179,3.0000E-01,9.9137E-02,38.425,0.2806
13180,2.7858E-01,0.0000E+00,38.400,0.2173
13181,2.7678E-01,9.5386E-02,38.400,0.2815
13182,2.5355E-01,9.1657E-02,38.375,0.2862
13183,2.5536E-01,4.5823E-02,38.350,0.2462
13184,2.5717E-01,0.0000E+00,38.375,0.2232
13185,3.0000E-01,0.0000E+00,38.375,0.2146
13186,3.0000E-01,4.9520E-02,38.350,0.2342
13187,3.0000E-01,9.9072E-02,38.375,0.275
13188,2.7858E-01,0.0000E+00,38.350,0.2185
13189,2.7677E-01,9.5343E-02,38.350,0.2777
13190,2.5354E-01,9.1636E-02,38.325,0.2846
13191,2.5535E-01,4.5813E-02,38.300,0.249
13192,2.5717E-01,0.0000E+00,38.325,0.2255
13193,3.0000E-01,0.0000E+00,38.325,0.2163
13194,3.0000E-01,4.9487E-02,38.300,0.2356
13195,3.0000E-01,9.9007E-02,38.325,0.2708
13196,2.7858E-01,0.0000E+00,38.300,0.2213
13197,2.7677E-01,9.5300E-02,38.300,0.2757
13198,2.5353E-01,9.1615E-02,38.275,0.2855
13199,2.5535E-01,4.5802E-02,38.250,0.2544
13200,2.5717E-01,0.0000E+00,38.275,0.2297
13201,3.0000E-01,0.0000E+00,38.275,0.2198
13202,3.0000E-01,4.9454E-02,38.250,0.2391
13203,3.0000E-01,9.8941E-02,38.275,0.2686
13204,2.7858E-01,0.0000E+00,38.250,0.2261
13205,2.7676E-01,9.5257E-02,38.250,0.2763
13206,2.5352E-01,9.1594E-02,38.225,0.29
13207,2.5534E-01,4.5792E-02,38.200,0.2632
13208,2.5717E-01,0.0000E+00,38.225,0.2363
13209,3.0000E-01,0.0000E+00,38.225,0.2254
13210,3.0000E-01,4.9422E-02,38.200,0.2454
13211,3.0000E-01,9.8876E-02,38.225,0.2691
13212,2.7858E-01,0.0000E+00,38.200,0.2333
13213,2.7676E-01,9.5213E-02,38.200,0.2807
13214,2.5351E-01,9.1565E-02,38.175,0.3001
13215,2.5533E-01,4.5773E-02,38.150,0.2772
13216,2.5717E-01,0.0000E+00,38.175,0.2458
13217,3.0000E-01,0.0000E+00,38.175,0.2335
13218,3.0000E-01,4.9389E-02,38.150,0.2554
13219,3.0000E-01,9.8810E-02,38.175,0.2737
13220,2.7858E-01,0.0000E+00,38.150,0.2436
13221,2.7675E-01,9.5162E-02,38.150,0.2911
13222,2.5341E-01,9.1475E-02,38.125,0.3191
13223,2.5525E-01,4.5702E-02,38.100,0.2998
13224,2.5717E-01,0.0000E+00,38.125,0.2587
13225,3.0000E-01,0.0000E+00,38.125,0.2444
13226,3.0000E-01,4.9356E-02,38.100,0.2706
13227,3.0000E-01,9.8745E-02,38.125,0.2839
13228,2.7858E-01,0.0000E+00,38.100,0.2574
13229,2.7667E-01,9.5058E-02,38.100,0.3103
13230,2.5319E-01,9.1270E-02,38.075,0.3482
13231,2.5511E-01,4.5568E-02,38.050,0.3409
13232,2.5717E-01,0.0000E+00,38.075,0.2767
13233,3.0000E-01,0.0000E+00,38.075,0.2591
13234,3.0000E-01,4.9323E-02,38.050,0.2965
13235,3.0000E-01,9.8679E-02,38.075,0.2985
13236,2.7858E-01,0.0000E+00,38.050,0.2866
13237,2.7652E-01,9.4891E-02,38.050,0.3503
13238,2.5302E-01,9.1103E-02,38.025,0.3525
13239,2.5509E-01,4.5535E-02,38.000,0.3096
13240,2.5717E-01,0.0000E+00,38.025,0.2815
13241,3.0000E-01,0.0000E+00,38.025,0.2634
13242,3.0000E-01,4.9290E-02,38.000,0.2818
13243,3.0000E-01,9.8614E-02,38.025,0.3121
13244,2.7858E-01,0.0000E+00,38.000,0.2577
13245,2.7650E-01,9.4826E-02,38.000,0.3207
13246,2.0741E-01,8.3092E-02,38.975,0.3636
13247,2.1085E-01,4.1552E-02,38.950,0.297
13248,2.1432E-01,0.0000E+00,38.975,0.2739
13249,2.3574E-01,0.0000E+00,38.950,0.2677
13250,2.3053E-01,8.7489E-02,38.950,0.3611
13251,2.0735E-01,8.3110E-02,38.925,0.3563
13252,2.1082E-01,4.1558E-02,38.900,0.2902
13253,2.1432E-01,0.0000E+00,38.925,0.2657
13254,2.3574E-01,0.0000E+00,38.900,0.26
13255,2.3049E-01,8.7487E-02,38.900,0.3535
13256,2.0731E-01,8.3121E-02,38.875,0.349
13257,2.1081E-01,4.1563E-02,38.850,0.2838
13258,2.1432E-01,0.0000E+00,38.875,0.2583
13259,2.3574E-01,0.0000E+00,38.850,0.253
13260,2.3047E-01,8.7483E-02,38.850,0.346
13261,2.0728E-01,8.3131E-02,38.825,0.3419
13262,2.1080E-01,4.1568E-02,38.800,0.2779
13263,2.1432E-01,0.0000E+00,38.825,0.2516
13264,2.3574E-01,0.0000E+00,38.800,0.2468
13265,2.3045E-01,8.7479E-02,38.800,0.3386
13266,2.0727E-01,8.3140E-02,38.775,0.3351
13267,2.1079E-01,4.1572E-02,38.750,0.2726
13268,2.1432E-01,0.0000E+00,38.775,0.2457
13269,2.3574E-01,0.0000E+00,38.750,0.2413
13270,2.3044E-01,8.7474E-02,38.750,0.3314
13271,2.0725E-01,8.3148E-02,38.725,0.3285
13272,2.1079E-01,4.1576E-02,38.700,0.2679
13273,2.1433E-01,0.0000E+00,38.725,0.2405
13274,2.3574E-01,0.0000E+00,38.700,0.2365
13275,2.3043E-01,8.7469E-02,38.700,0.3245
13276,2.0724E-01,8.3156E-02,38.675,0.3222
13277,2.1078E-01,4.1580E-02,38.650,0.2638
13278,2.1433E-01,0.0000E+00,38.675,0.2362
13279,2.3575E-01,0.0000E+00,38.650,0.2325
13280,2.3042E-01,8.7463E-02,38.650,0.3178
13281,2.0722E-01,8.3163E-02,38.625,0.3164
13282,2.1077E-01,4.1583E-02,38.600,0.2604
13283,2.1433E-01,0.0000E+00,38.625,0.2327
13284,2.3575E-01,0.0000E+00,38.600,0.2292
13285,2.3040E-01,8.7457E-02,38.600,0.3116
13286,2.0721E-01,8.3170E-02,38.575,0.3111
13287,2.1077E-01,4.1587E-02,38.550,0.2578
13288,2.1433E-01,0.0000E+00,38.575,0.23
13289,2.3575E-01,0.0000E+00,38.550,0.2268
13290,2.3039E-01,8.7450E-02,38.550,0.3058
13291,2.0719E-01,8.3176E-02,38.525,0.3065
13292,2.1076E-01,4.1590E-02,38.500,0.256
13293,2.1433E-01,0.0000E+00,38.525,0.2282
13294,2.3575E-01,0.0000E+00,38.500,0.2252
13295,2.3038E-01,8.7443E-02,38.500,0.3008
13296,2.0718E-01,8.3182E-02,38.475,0.3027
13297,2.1075E-01,4.1592E-02,38.450,0.2554
13298,2.1433E-01,0.0000E+00,38.475,0.2274
13299,2.3575E-01,0.0000E+00,38.450,0.2247
13300,2.3037E-01,8.7436E-02,38.450,0.2966
13301,2.0717E-01,8.3188E-02,38.425,0.3001
13302,2.1074E-01,4.1595E-02,38.400,0.2559
13303,2.1433E-01,0.0000E+00,38.425,0.2277
13304,2.3575E-01,0.0000E+00,38.400,0.2252
13305,2.3036E-01,8.7429E-02,38.400,0.2935
13306,2.0715E-01,8.3193E-02,38.375,0.2988
13307,2.1074E-01,4.1598E-02,38.350,0.258
13308,2.1433E-01,0.0000E+00,38.375,0.2292
13309,2.3575E-01,0.0000E+00,38.350,0.227
13310,2.3035E-01,8.7421E-02,38.350,0.292
13311,2.0714E-01,8.3198E-02,38.325,0.2995
13312,2.1073E-01,4.1600E-02,38.300,0.262
13313,2.1433E-01,0.0000E+00,38.325,0.2321
13314,2.3575E-01,0.0000E+00,38.300,0.2304
13315,2.3033E-01,8.7413E-02,38.300,0.2926
13316,2.0712E-01,8.3202E-02,38.275,0.3028
13317,2.1072E-01,4.1602E-02,38.250,0.2685
13318,2.1433E-01,0.0000E+00,38.275,0.2369
13319,2.3575E-01,0.0000E+00,38.250,0.2359
13320,2.3032E-01,8.7405E-02,38.250,0.2962
13321,2.0711E-01,8.3207E-02,38.225,0.3095
13322,2.1072E-01,4.1605E-02,38.200,0.2783
13323,2.1433E-01,0.0000E+00,38.225,0.244
13324,2.3575E-01,0.0000E+00,38.200,0.244
13325,2.3031E-01,8.7396E-02,38.200,0.3039
13326,2.0707E-01,8.3190E-02,38.175,0.3211
13327,2.1068E-01,4.1586E-02,38.150,0.2925
13328,2.1433E-01,0.0000E+00,38.175,0.2536
13329,2.3575E-01,0.0000E+00,38.150,0.2549
13330,2.3026E-01,8.7359E-02,38.150,0.3179
13331,2.0689E-01,8.3052E-02,38.125,0.3393
13332,2.1054E-01,4.1466E-02,38.100,0.3128
13333,2.1434E-01,0.0000E+00,38.125,0.2652
13334,2.3575E-01,0.0000E+00,38.100,0.2684
13335,2.3004E-01,8.7168E-02,38.100,0.3413
13336,2.0649E-01,8.2718E-02,38.075,0.3585
13337,2.1029E-01,4.1251E-02,38.050,0.3354
13338,2.1434E-01,0.0000E+00,38.075,0.2759
13339,2.3575E-01,0.0000E+00,38.050,0.2854
13340,2.2965E-01,8.6819E-02,38.050,0.3655
13341,2.0620E-01,8.2456E-02,38.025,0.3494
13342,2.1025E-01,4.1204E-02,38.000,0.3041
13343,2.1434E-01,0.0000E+00,38.025,0.2746
13344,2.3575E-01,0.0000E+00,38.000,0.2639
13345,2.2958E-01,8.6740E-02,38.000,0.3261
13346,1.6161E-01,7.2958E-02,38.975,0.3546
13347,1.6650E-01,3.6484E-02,38.950,0.2972
